time;gFx;gFy;gFz;TgF
2,601807;-0,0880;0,6904;0,4996;0,857
2,607241;-0,1131;0,6951;0,4796;0,852
2,612133;-0,1395;0,7031;0,4813;0,863
2,617071;-0,1583;0,7051;0,5060;0,882
2,622888;-0,1630;0,6992;0,5306;0,893
2,627317;-0,1427;0,6980;0,5604;0,906
2,632278;-0,1107;0,6946;0,5976;0,923
2,646705;-0,0757;0,6951;0,6455;0,952
2,648145;-0,0550;0,6955;0,7031;0,991
2,648734;-0,0454;0,6909;0,7566;1,026
2,652647;-0,0406;0,6806;0,8067;1,056
2,666314;-0,0352;0,6652;0,8485;1,079
2,667349;-0,0288;0,6489;0,8832;1,096
2,667854;-0,0330;0,6320;0,9183;1,115
2,675115;-0,0384;0,6127;0,9494;1,131
2,677376;-0,0386;0,5971;0,9723;1,142
2,682613;-0,0369;0,5868;0,9975;1,158
2,688324;-0,0227;0,5775;1,0295;1,181
2,692525;-0,0046;0,5731;1,0493;1,196
2,697502;0,0137;0,5700;1,0547;1,199
2,702829;0,0340;0,5705;1,0483;1,194
2,707967;0,0608;0,5736;1,0337;1,184
2,713170;0,0906;0,5788;1,0224;1,178
2,717979;0,1200;0,5880;1,0163;1,180
2,722969;0,1595;0,6064;1,0085;1,188
2,728418;0,1930;0,6142;0,9992;1,189
2,733086;0,2211;0,6169;0,9838;1,182
2,747250;0,2504;0,6225;0,9699;1,179
2,748229;0,2768;0,6318;0,9569;1,180
2,748585;0,3037;0,6425;0,9352;1,175
2,753583;0,3293;0,6523;0,8998;1,159
2,772057;0,3523;0,6621;0,8514;1,135
2,773328;0,3672;0,6692;0,7974;1,104
2,773917;0,3743;0,6758;0,7393;1,069
2,774266;0,3728;0,6799;0,6855;1,035
2,778014;0,3667;0,6750;0,6565;1,010
2,783050;0,3611;0,6728;0,6381;0,995
2,788709;0,3572;0,6667;0,6262;0,982
2,793465;0,3501;0,6613;0,6208;0,972
2,798218;0,3349;0,6530;0,6137;0,957
2,804336;0,3081;0,6479;0,6054;0,939
2,808513;0,2770;0,6381;0,5988;0,918
2,813341;0,2568;0,6291;0,5898;0,900
